Codice Conto,Descrizione conto,Data operazione,COD,Descrizione operazione,Numero documento,Data documento,Numero Fattura,Importo,Saldo,Contropartita,Costi Diretti,Costi Indiretti,Attività economiche,Attività non economiche,Codice progetto
8.33.011,ONERI E COMMISSIONI BANCARIE ,04/03/2021,150,DARE , ,04/03/2021, ,33.78,249.21, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,04/03/2021,150,BONIFICO C/FATT. , ,04/03/2021, ,1.66,250.87, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,09/03/2021,150,DARE , ,09/03/2021, ,2.49,253.36,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,10/03/2021,150,DARE , ,10/03/2021, ,1.66,255.02,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,13/03/2021,150,S/FATT.ADDEB.CARTA , ,13/03/2021, ,0.85,255.87,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,16/03/2021,150,DARE , ,16/03/2021, ,5.81,261.68,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,18/03/2021,150,C/FATT.BONIFICO , ,18/03/2021, ,0.83,262.51, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,22/03/2021,150,DARE , ,22/03/2021, ,2.49,265.0,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,24/03/2021,150,DARE , ,24/03/2021, ,1.1,266.1,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,25/03/2021,150,BONIFICO S/FATT. , ,25/03/2021, ,0.83,266.93, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,25/03/2021,150,DARE , ,25/03/2021, ,1.1,268.03,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,30/03/2021,150,DARE , ,30/03/2021, ,4.15,272.18,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,01/04/2021,150,DARE , ,01/04/2021, ,21.58,293.76,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,01/04/2021,150,DARE , ,01/04/2021, ,10.79,304.55,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,01/04/2021,150,DARE , ,01/04/2021, ,17.92,322.47,102038 UNICREDIT BANCA,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,06/04/2021,150,DARE , ,06/04/2021, ,1.1,323.5700000000001, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,07/04/2021,150,BONIFICO S/FATT. , ,07/04/2021, ,0.83,324.4, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,07/04/2021,150,DARE , ,07/04/2021, ,0.83,325.23, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,07/04/2021,150,DARE , ,07/04/2021, ,1.1,326.33, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,07/04/2021,150,DARE , ,07/04/2021, ,1.1,327.4300000000001, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,08/04/2021,150,DARE , ,31/03/2021, ,170.18,497.6100000000001,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,08/04/2021,150,DARE , ,08/04/2021, ,1.1,498.7100000000001,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,09/04/2021,150,ADDEB.UTENZE , ,09/04/2021, ,1.1,499.8100000000001, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,09/04/2021,150,DARE , ,09/04/2021, ,1.1,500.9100000000001, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,09/04/2021,150,DARE , ,09/04/2021, ,1.66,502.5700000000002, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,12/04/2021,150,S/FATTT.N.9 BONIFIC, ,12/04/2021, ,1.66,504.2300000000002, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,14/04/2021,150,S/FATT.N.1 BONIFICO, ,14/04/2021, ,35.97,540.2000000000002, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,14/04/2021,150,BONIFICO S/FATT. , ,14/04/2021, ,0.83,541.0300000000002, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,16/04/2021,150,DARE , ,16/04/2021, ,2.49,543.5200000000002,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,17/04/2021,150,RATA INTERESSI MUTU, ,17/04/2021, ,2.75,546.2700000000002,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,22/04/2021,150,DARE , ,22/04/2021, ,0.83,547.1000000000003,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,22/04/2021,150,DARE , ,22/04/2021, ,1.1,548.2000000000003,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,26/04/2021,150,DARE , ,26/04/2021, ,4.15,552.3500000000003,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,27/04/2021,150,DARE , ,27/04/2021, ,1.66,554.0100000000002,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,28/04/2021,150,S/FATT.BONIFICO , ,28/04/2021, ,0.83,554.8400000000003, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,29/04/2021,150,DARE , ,29/04/2021, ,1.66,556.5000000000002,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,03/05/2021,150,ADDEBITO UTENZE , ,03/05/2021, ,1.1,557.6000000000003, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,03/05/2021,150,DARE , ,03/05/2021, ,16.6,574.2000000000003,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,03/05/2021,150,DARE , ,03/05/2021, ,3.32,577.5200000000003,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,03/05/2021,150,DARE , ,01/05/2021, ,17.92,595.4400000000003,102038 UNICREDIT BANCA,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,04/05/2021,150,DARE , ,04/05/2021, ,9.96,605.4000000000003,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,05/05/2021,150,DARE , ,05/05/2021, ,1.66,607.0600000000003,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,06/05/2021,150,DARE , ,06/05/2021, ,1.66,608.7200000000003,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,10/05/2021,150,DARE , ,10/05/2021, ,1.66,610.3800000000002,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,11/05/2021,150,BONIFICO S/FATT. , ,11/05/2021, ,0.83,611.2100000000003, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,17/05/2021,150,ADDEB.RATA INTERESS, ,17/05/2021, ,2.75,613.9600000000003,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,19/05/2021,150,BONIFICO S/FATT. , ,19/05/2021, ,22.18,636.1400000000002, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,21/05/2021,150,DARE , ,21/05/2021, ,5.81,641.9500000000002,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,24/05/2021,150,BONIFICO S/FATT. , ,24/05/2021, ,23.07,665.0200000000002, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,27/05/2021,150,RIMB.FORMAZ.BORGHES, ,27/05/2021, ,0.83,665.8500000000003, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,31/05/2021,150,DARE , ,31/05/2021, ,1.66,667.5100000000002,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,01/06/2021,150,DARE , ,01/06/2021, ,21.58,689.0900000000003,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,01/06/2021,150,DARE , ,01/06/2021, ,7.47,696.5600000000003,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,01/06/2021,150,DARE , ,01/06/2021, ,17.92,714.4800000000002,102038 UNICREDIT BANCA,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,04/06/2021,150,DARE , ,04/06/2021, ,1.66,716.1400000000002,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,07/06/2021,150,DARE , ,07/06/2021, ,0.83,716.9700000000003,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,08/06/2021,150,S/FATT.BONIFICO , ,08/06/2021, ,0.83,717.8000000000003, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,09/06/2021,150,ADDEB.UTENZE , ,09/06/2021, ,1.1,718.9000000000003, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,11/06/2021,150,DARE , ,11/06/2021, ,4.98,723.8800000000003,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,11/06/2021,150,DARE , ,11/06/2021, ,0.83,724.7100000000004,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,16/06/2021,150,BONIFICO S/FATT. , ,16/06/2021, ,0.83,725.5400000000004, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,16/06/2021,150,DARE , ,16/06/2021, ,0.83,726.3700000000005,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,17/06/2021,150,ADDEB.RATA INTERESS, ,17/06/2021, ,2.75,729.1200000000005,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,18/06/2021,150,BONIFICO S/FATT. , ,18/06/2021, ,0.83,729.9500000000005, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,22/06/2021,150,DARE , ,22/06/2021, ,5.81,735.7600000000004,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,23/06/2021,150,DARE , ,23/06/2021, ,1.66,737.4200000000004,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,23/06/2021,150,BONIFICO S/FATT. , ,23/06/2021, ,0.83,738.2500000000005, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,25/06/2021,150,C/RETRIBUZ.BONIFICO, ,25/06/2021, ,0.83,739.0800000000005, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,29/06/2021,150,GIROCONTO DA C/C A , ,29/06/2021, ,0.83,739.9100000000005, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,30/06/2021,150,ADDEB.UTENZE , ,30/06/2021, ,1.1,741.0100000000006, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,01/07/2021,150,DARE , ,01/07/2021, ,17.92,758.9300000000005,102038 UNICREDIT BANCA,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,02/07/2021,150,DARE , ,02/07/2021, ,18.26,777.1900000000005,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,05/07/2021,150,DARE , ,05/07/2021, ,18.26,795.4500000000005,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,06/07/2021,150,DARE , ,06/07/2021, ,5.81,801.2600000000004,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,07/07/2021,150,DARE , ,30/06/2021, ,188.36,989.6200000000005,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,07/07/2021,150,S/FATT.N.6 BONIFICO, ,07/07/2021, ,0.83,990.4500000000005, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,08/07/2021,150,DARE , ,08/07/2021, ,1.66,992.1100000000005,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,12/07/2021,150,DARE , ,12/07/2021, ,1.66,993.7700000000004,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,13/07/2021,150,DARE , ,13/07/2021, ,2.49,996.2600000000004,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,15/07/2021,150,DARE , ,15/07/2021, ,3.32,999.5800000000005,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,15/07/2021,150,ANAC PAGOPA , ,15/07/2021, ,1.0,1000.58,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,15/07/2021,150,ANAC PAGOPA , ,15/07/2021, ,1.0,1001.58,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,15/07/2021,150,ANAC PAGOPA , ,15/07/2021, ,1.0,1002.58,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,15/07/2021,150,S/FATT.CARTA CRED. , ,15/07/2021, ,0.85,1003.430000000001,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,16/07/2021,150,ADDEB.RATA MUTUO , ,16/07/2021, ,2.75,1006.180000000001,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,19/07/2021,150,DARE , ,19/07/2021, ,1.66,1007.84,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,21/07/2021,150,DARE , ,21/07/2021, ,4.15,1011.99,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,22/07/2021,150,DARE , ,22/07/2021, ,8.3,1020.29,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,23/07/2021,150,BONIFICO S/FATT. , ,23/07/2021, ,0.83,1021.12, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,27/07/2021,150,S/PRESTAZ.LAEZZA , ,27/07/2021, ,0.83,1021.950000000001, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,29/07/2021,150,DARE , ,29/07/2021, ,11.62,1033.57,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,29/07/2021,150,DARE , ,29/07/2021, ,18.26,1051.83,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,30/07/2021,150,BONIFICO S/FATT. , ,30/07/2021, ,0.83,1052.66, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,02/08/2021,150,DARE , ,01/08/2021, ,17.92,1070.58,102038 UNICREDIT BANCA,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,03/08/2021,150,BONIFICO S/FATT. , ,03/08/2021, ,0.83,1071.41, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,11/08/2021,150,ADDEB.UTENZE , ,11/08/2021, ,1.1,1072.51, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,12/08/2021,150,BONIFICO ACC/FATTUR, ,12/08/2021, ,0.83,1073.34, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,14/08/2021,150,PAG.ANAC CARTA CRED, ,14/08/2021, ,1.0,1074.34,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,14/08/2021,150,PAG.ANAC CARTA CRED, ,14/08/2021, ,1.0,1075.34,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,14/08/2021,150,PAG.ANAC CARTA CRED, ,14/08/2021, ,1.0,1076.34,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,14/08/2021,150,PAG.ANAC CARTA CRED, ,14/08/2021, ,1.0,1077.34,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,14/08/2021,150,PAG.ANAC CARTA CRED, ,14/08/2021, ,1.0,1078.34,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,14/08/2021,150,PAG.ANAC CARTA CRED, ,14/08/2021, ,0.85,1079.19,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,17/08/2021,150,ADDEB.RATA MUTUO , ,17/08/2021, ,2.75,1081.94,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,17/08/2021,150,C/RETRIBUZ.BONIFICO, ,17/08/2021, ,0.83,1082.77, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,18/08/2021,150,CAUZIONE LOCAZ.SERE, ,18/08/2021, ,0.83,1083.6, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,31/08/2021,150,ADDEB.UTENZE , ,31/08/2021, ,1.1,1084.7, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,31/08/2021,150,DARE , ,31/08/2021, ,17.43,1102.13,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,01/09/2021,150,DARE , ,01/09/2021, ,21.58,1123.71,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,01/09/2021,150,DARE , ,01/09/2021, ,2.49,1126.2,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,01/09/2021,150,DARE , ,01/09/2021, ,17.92,1144.12,102038 UNICREDIT BANCA,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,02/09/2021,150,DARE , ,02/09/2021, ,3.32,1147.44,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,09/09/2021,150,DARE , ,09/09/2021, ,2.49,1149.93,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,13/09/2021,150,DARE , ,13/09/2021, ,1.66,1151.59,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,14/09/2021,150,BONIFICO S/FATT.12 , ,14/09/2021, ,0.83,1152.42, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,14/09/2021,150,S/FATT.ADDEB-CARTA , ,14/09/2021, ,0.85,1153.27,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,17/09/2021,150,DARE , ,17/09/2021, ,6.64,1159.91,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,17/09/2021,150,ADDEB.RATA MUTUO , ,17/09/2021, ,2.75,1162.66,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,22/09/2021,150,DARE , ,22/09/2021, ,1.66,1164.32,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,24/09/2021,150,BONIFICO S/FATT. , ,24/09/2021, ,0.83,1165.15, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,27/09/2021,150,DARE , ,27/09/2021, ,1.66,1166.81,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,28/09/2021,150,DARE , ,28/09/2021, ,1.66,1168.47,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,28/09/2021,150,DARE , ,28/09/2021, ,19.09,1187.56,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,29/09/2021,150,DARE , ,29/09/2021, ,4.98,1192.54,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,30/09/2021,150,BONIFICO S/FATT. , ,30/09/2021, ,0.83,1193.37, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,01/10/2021,150,C/RETRIB.BONIFICO , ,01/10/2021, ,0.83,1194.2, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,01/10/2021,150,DARE , ,01/10/2021, ,17.92,1212.12,102038 UNICREDIT BANCA,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,05/10/2021,150,DARE , ,05/10/2021, ,29.42,1241.54,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,05/10/2021,150,DARE , ,05/10/2021, ,1.66,1243.2,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,06/10/2021,150,DARE , ,30/09/2021, ,224.0,1467.2,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,06/10/2021,150,DARE , ,06/10/2021, ,1.66,1468.86,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,07/10/2021,150,DARE , ,07/10/2021, ,0.83,1469.69,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,07/10/2021,150,S/FATT.N.191-232 BO, ,07/10/2021, ,0.83,1470.52, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,08/10/2021,150,DARE , ,08/10/2021, ,3.32,1473.84,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,12/10/2021,150,ADDEB.UTENZE , ,12/10/2021, ,1.1,1474.94, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,12/10/2021,150,DARE , ,12/10/2021, ,11.0,1485.94,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,14/10/2021,150,DARE , ,14/10/2021, ,3.32,1489.26,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,15/10/2021,150,BONIFICO S/FATT. , ,15/10/2021, ,0.83,1490.09, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,15/10/2021,150,S/FATT.ADDEB.CARTA , ,15/10/2021, ,0.85,1490.94,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,17/10/2021,150,ADDEB.RATA FINANZ. , ,17/10/2021, ,2.75,1493.69,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,22/10/2021,150,DARE , ,22/10/2021, ,4.98,1498.67,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,25/10/2021,150,GIROCONTO DA C/C A , ,25/10/2021, ,2.27,1500.94,102038 UNICREDIT BANCA,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,25/10/2021,150,DARE , ,25/10/2021, ,0.83,1501.77,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,26/10/2021,150,DARE , ,26/10/2021, ,10.79,1512.559999999999,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,26/10/2021,150,DARE , ,26/10/2021, ,1.66,1514.22,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,28/10/2021,150,DARE , ,28/10/2021, ,5.81,1520.03,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,29/10/2021,150,ADDEB.UTENZE , ,29/10/2021, ,1.1,1521.129999999999, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,29/10/2021,150,BONIFICO S/FATT. , ,29/10/2021, ,0.83,1521.959999999999, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,01/11/2021,150,DARE , ,01/11/2021, ,17.92,1539.879999999999,102038 UNICREDIT BANCA,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,02/11/2021,150,DARE , ,02/11/2021, ,22.41,1562.29,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,02/11/2021,150,BONIFICO S/FATT. , ,02/11/2021, ,0.83,1563.119999999999, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,04/11/2021,150,DARE , ,04/11/2021, ,1.66,1564.78,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,09/11/2021,150,DARE , ,09/11/2021, ,4.98,1569.76,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,10/11/2021,150,DARE , ,10/11/2021, ,0.83,1570.589999999999, diversi a diversi,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,11/11/2021,150,DARE , ,11/11/2021, ,0.83,1571.419999999999,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,11/11/2021,150,DARE , ,11/11/2021, ,1.66,1573.079999999999,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,12/11/2021,150,GIROCONTO DA C/C A , ,12/11/2021, ,2.27,1575.349999999999,102038 UNICREDIT BANCA,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,12/11/2021,150,DARE , ,12/11/2021, ,4.15,1579.5,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,13/11/2021,150,ISCR.IEEE CARTA CRE, ,12/11/2021, ,0.85,1580.349999999999,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,16/11/2021,150,DARE , ,16/11/2021, ,3.32,1583.669999999999,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,17/11/2021,150,ADDEB.RATA MUTUO , ,17/11/2021, ,2.75,1586.419999999999,102024 BANCA DELLA CAMPAN,,,,,
8.33.011,ONERI E COMMISSIONI BANCARIE ,18/11/2021,150,BONIFICO S/FATT. , ,18/11/2021, ,0.83,1587.249999999999, diversi a diversi,,,,,
